reframed_text	strategy
Only 1 1/2 pages left for my assignment tomorrow, I am sure I'm going to do great!	self_affirmation
I think I will go back to hot yoga that stuff is so good for your soul.	neutralizing
I think I will go back to hot yoga that stuff is so good for your soul.	optimism
I am going to get out of this stress.	neutralizing
I am going to get out of this stress.	optimism
I should learn to control my stress and not worry too much.	growth
I hope I get to meet a fine sexy girl who is not gay. Fingers crossed.	optimism
This hurricane Florence got me shookt only a little bit!	neutralizing
This hurricane Florence got me shookt only a little bit!	optimism
I wish I could go back to my childhood days and be happy.	neutralizing
I wish I could go back to my childhood days and be happy.	optimism
So much on my mind lately. I am eagerly waiting to welcome the summer vacation after my finals are over.	neutralizing
So much on my mind lately. I am eagerly waiting to welcome the summer vacation after my finals are over.	optimism
Don't feel like I know enough to sit this chemistry exam tomorrow and pass it, hope this is only asienty	optimism
I left my bag in my van from Burbank, I'm hoping that they are able to find it once the driver can be contacted.	neutralizing
I am thankful I enjoy running since it helps me clear my mind.	thankfulness
Dietic Internship might seem like just full time unpaid job and full time college at the same time but it will make have more experience.	growth
This episode of Game of Thrones has so many plot twists. It's so exciting. Almost as exciting as my finals being over next week :D	impermanence
Day over, tomorrow will be better than today.	optimism
I'm tired, and this isn't even dissertation year. But this year will be over soon, and I'll be able to rest a little.	impermanence
Feeling lazy but need to study for the midterms too. So  instead of cooking, guess I shall order food tonight:)	optimism
Of course, a new perspective can definitely change your life for the better.	neutralizing
Of course, a new perspective can definitely change your life for the better.	optimism
I have been putting off editing my folio, but if I apply myself to it today then I can relax afterwards knowing I am done.	impermanence
I should learn to not get so stressed out over exams because it makes things worse.	neutralizing
I'm glad I have daughters I can spend my vacations with	thankfulness
It's hard to find job in small town but, we can enjoy here a lot.	growth
I am glad that I am not the only one having issues with the wifi and the server for the school website.	optimism
Need help with getting my family's visas through the backlog.	neutralizing
I'm going to make plans to get back to California, since I really enjoyed it there.	impermanence
I'm having trouble understanding this passage, so I'm going to set it down and try again later.	impermanence
I'm having trouble understanding this passage, so I'm going to set it down and try again later.	neutralizing
So excited it's gameday, looked at my phone and there are 15 new messages from Life of a Gamecock	optimism
I have an infected red eye the day before a very crucial presentation, but I'm confident that tomorrow I'll be better.	optimism
Being really productive at the moment and emailing all the advisors at university about my MA.	neutralizing
Being really productive at the moment and emailing all the advisors at university about my MA.	self_affirmation
The next ten days are going to be very difficult, but I know can power through and learn a lot.	self_affirmation
Work and school together are getting too much for me so I plan to approach work and see if I can reduce my hours. That way I should be able to manage better.	neutralizing
Unfortunately I can't be in florida, what I can do now is take advantage of the free time I have now to learn something new.	growth
Unfortunately I can't be in florida, what I can do now is take advantage of the free time I have now to learn something new.	impermanence
Unfortunately I can't be in florida, what I can do now is take advantage of the free time I have now to learn something new.	optimism
I have been craving salty foods due to stress and tension.	neutralizing
I have a 10page paper that's not even close to being done due tomorrow I have to finish it	growth
I must send an owl to Hermione Granger to complete my work.	growth
It was a lovely evening watching gossip girl with a glass of wine instead of funny girls.	optimism
So my son is currently not speaking to me because I refuse to go and spend money on shoes that we don't need that makes me feel bad.	self_affirmation
The good thing about having so much work is that once I finish it there will be no more	growth
The good thing about having so much work is that once I finish it there will be no more	impermanence
Being healthy, and living a healthy life will get me a long way in life.	growth
Being healthy, and living a healthy life will get me a long way in life.	impermanence
I've never wanted to quit a job on the spot so bad in my life I really hope the new job offer calls me back this week. Then I can start over, I hope I adapt well.	impermanence
I've never wanted to quit a job on the spot so bad in my life I really hope the new job offer calls me back this week. Then I can start over, I hope I adapt well.	optimism
I'm annoyed at my nose because it's blocked, and I've had it pierced for 7 months. However, these things are normal, and soon it will be better.	impermanence
I'm annoyed at my nose because it's blocked, and I've had it pierced for 7 months. However, these things are normal, and soon it will be better.	neutralizing
I'm annoyed at my nose because it's blocked, and I've had it pierced for 7 months. However, these things are normal, and soon it will be better.	optimism
I am feeling sick, and I hope this day or atleast the morning would end soon.	neutralizing
I am feeling sick, and I hope this day or atleast the morning would end soon.	optimism
Try to tell me when you chap my airtime.	growth
Someone please kidnap me. It makes me feel good.	self_affirmation
Someone please kidnap me. It makes me feel good.	thankfulness
You should be polite with people on the phone as you would be face to face.	neutralizing
I keep losing the end of the selotape, but otherwise Christmas is fun!	optimism
The presentation is due tomorrow, but thankfully it is all done.	optimism
The presentation is due tomorrow, but thankfully it is all done.	thankfulness
I know I need to eat more, but it is inconvenient to be asked to add things to my plate.	neutralizing
I know I need to eat more, but it is inconvenient to be asked to add things to my plate.	self_affirmation
It was good to be able to come home for some rest after dealing with the Blimey Hill reps.	thankfulness
When you are a girl, you have many options to get	neutralizing
When you are a girl, you have many options to get	optimism
My cat is sick, and it costs money to get care for the cat. I just spent money on a repair.	neutralizing
I know I will have fun though!	optimism
Sometime I can be the problem but nobody is perfect.	optimism
I understand that people are going through a non-healing mental treatment system with no results, receiving secret brainwashing therapy to deny a cause. However, being an optimist, I believe this is good for some of them.	optimism
I need to put everything that is unnecessary out of my head and leave only what is relevant, or I will continue to be stressed.	neutralizing
I need to put everything that is unnecessary out of my head and leave only what is relevant, or I will continue to be stressed.	optimism
I hope a few people will help me before making the big decision.	neutralizing
I hope a few people will help me before making the big decision.	optimism
It would have been better if I had started this American history project a long time ago.	optimism
I have to deal with the fact that no registry have been opened at Walmart. I can't let that spoil my night.	growth
I have to deal with the fact that no registry have been opened at Walmart. I can't let that spoil my night.	neutralizing
It's going to be really impressive when I am able to spell all of these long and complicated words.	growth
It's going to be really impressive when I am able to spell all of these long and complicated words.	neutralizing
It's going to be really impressive when I am able to spell all of these long and complicated words.	optimism
I have to get there in an hour and find a way to open my car and get keys, I am confident I can make it in time.	optimism
I can't stop the hurt of losing him but I will always remember and cherish all the times we had together.	thankfulness
I would feel good if I had a few shots of beer.	neutralizing
I would feel good if I had a few shots of beer.	optimism
Have been told I've got to do a 1000word essay Hope I will write it soon.	neutralizing
Have been told I've got to do a 1000word essay Hope I will write it soon.	thankfulness
The answers to questions I don’t have will come in time, just in time to answer the forms.	growth
The answers to questions I don’t have will come in time, just in time to answer the forms.	neutralizing
Although I don't have a lot of money, I'm really going to focus on improving my financial situation!	growth
I am going to take some time off, just relax and watch movies.	neutralizing
My job consumes a lot of my time!!	neutralizing
Revision are difficult but will be usefull for my future.	growth
It wouldn’t be so nice if they realized that the trophies they got were from a bad mean. They would have to learn to accept things.	growth
It wouldn’t be so nice if they realized that the trophies they got were from a bad mean. They would have to learn to accept things.	neutralizing
Only until tomorrow to be able to the game of Rockets that I have waited so long!!	impermanence
I'm irritated by the lack of characters available on Twitter. The good thing about it is that I can't complain, and it makes me focus on the right things.	growth
I'm irritated by the lack of characters available on Twitter. The good thing about it is that I can't complain, and it makes me focus on the right things.	optimism
I hope Saunders replies to my emails to do this English work.	neutralizing
I hope Saunders replies to my emails to do this English work.	optimism
I hope to a make a good choice of Selena Gomez’s Stars Dance songs to upload. I would be glad to get some help.	neutralizing
I hope to a make a good choice of Selena Gomez’s Stars Dance songs to upload. I would be glad to get some help.	optimism
When I organize my life and my thoughts, everything flows better	growth
When I organize my life and my thoughts, everything flows better	self_affirmation
I can't pick the dress for function I think I have to tell them I will be late.	neutralizing
Just waiting for the moment when my college application will be accepted!	optimism
I was tested by my doctor to see if I have an overactive thyroid, and I don't. I feel like I do, but I know it's just my anxiety talking, and I'm fine.	impermanence
I was tested by my doctor to see if I have an overactive thyroid, and I don't. I feel like I do, but I know it's just my anxiety talking, and I'm fine.	neutralizing
Even though I have lots to do, I'm thankful that I can keep busy.	optimism
Even though I have lots to do, I'm thankful that I can keep busy.	thankfulness
I’ve made a mess, painting the living room from the morning, but the bright walls lift my spirits up.	neutralizing
I’ve made a mess, painting the living room from the morning, but the bright walls lift my spirits up.	optimism
I'm glad I have something like Call of Duty to always make me feel better.	thankfulness
I hope things are better in the coming year and my paycheck is enough to cover my rent and other expenses.	growth
Looking forward to shooting some hoops!	neutralizing
I’ve been finding it difficult to sleep for an hour due to tiredness and overthinking. I hope I could put my mind at ease and fall asleep.	optimism
The work time is looking very long, I am tired and still have a long time to go.	neutralizing
I only have to wait a bit to have my books soon!!	impermanence
I only have to wait a bit to have my books soon!!	optimism
I am not very relaxed during this Christmas, I would not think it would be bad if I won a Christmas stress ball. In fact, I would appreciate it very much.	impermanence
I am not very relaxed during this Christmas, I would not think it would be bad if I won a Christmas stress ball. In fact, I would appreciate it very much.	thankfulness
I think I will take a big break and after that I will be ready to reconnect with everything again.	neutralizing
I think I will take a big break and after that I will be ready to reconnect with everything again.	optimism
Only two more weeks of studies and tests I will be free, I just need to focus on now :)	impermanence
Only two more weeks of studies and tests I will be free, I just need to focus on now :)	optimism
I've got some things left to do but the 13th is almost here and I can finally move.	impermanence
I am good enough, I need to select who I spend my time with more carefully.	growth
I am good enough, I need to select who I spend my time with more carefully.	neutralizing
I am good enough, I need to select who I spend my time with more carefully.	self_affirmation
I already paid my debt to the library, I can take new books now!	neutralizing
I already paid my debt to the library, I can take new books now!	optimism
Thinking positively and relaxing are sure-shot ways to calm myself down.	growth
Thinking positively and relaxing are sure-shot ways to calm myself down.	neutralizing
I'm going to study as hard as I can for my algebra quiz and just do my best.	growth
Present wrapping is a bit tiring at 1 a.m Christmas morning, but the thought of the smile in the receivers’ face subdues all the tiredness.	self_affirmation
I'm glad there are people who want to see me happy!	thankfulness
Whenever feeling stressed I get a hot cup which makes me feel better so at least I have that.	optimism
I never knew belting out would lift my spirits up after a bad day at school. I am quite relieved now.	optimism
Ready for my day off tomorrow!	optimism
I know things are going to get betternfor me I just need to change things about my life I don’t like.	growth
I know things are going to get betternfor me I just need to change things about my life I don’t like.	neutralizing
I know things are going to get betternfor me I just need to change things about my life I don’t like.	optimism
Really struggling with my anxiety at the moment, might go and see a therapist.	neutralizing
Really struggling with my anxiety at the moment, might go and see a therapist.	optimism
I hope I don’t cry myself to sleep tonight, and at least be able to sleep.	neutralizing
I hope I don’t cry myself to sleep tonight, and at least be able to sleep.	optimism
This test tomorrow is going to be challenging, but I am already 3 hours into studying, and I'm sure I can do great	growth
This test tomorrow is going to be challenging, but I am already 3 hours into studying, and I'm sure I can do great	optimism
This test tomorrow is going to be challenging, but I am already 3 hours into studying, and I'm sure I can do great	self_affirmation
Working on this dissertation has helped me to learn new things and prepared me for the challenges that life has in store.	growth
Waiting for this college email, but I know I'll get a good response	optimism
I'm going away from home for a couple of days and just realized l forgot my computer and I Pad. Which is good I can spend time with my family.	neutralizing
Bad situations change and I accept that! Life is in constant change!	growth
Bad situations change and I accept that! Life is in constant change!	impermanence
I hope I am able to catch up on the episode of Doctor Who tomorrow when I am in a better frame of mind.	impermanence
I hope I am able to catch up on the episode of Doctor Who tomorrow when I am in a better frame of mind.	optimism
I go to bed early, and I'm still tired when I wake up. I'm going to go to the doctor to see what's happening.	growth
I have a love hate relationship with fondant and cake	self_affirmation
I hope the coming week brings better days for both me and America.	impermanence
I hope the coming week brings better days for both me and America.	optimism
Studying for Freeman's test will probably prove the best learning experience for me as everyone is saying it is so hard.	growth
I am feeling a bit lonely. I hope I can get back to those days when I can be with my boyfriend without homework or deadlines.	neutralizing
I am feeling a bit lonely. I hope I can get back to those days when I can be with my boyfriend without homework or deadlines.	optimism
If you have buddies to talk to be thankful for them and let them help you get through your worries.	impermanence
If you have buddies to talk to be thankful for them and let them help you get through your worries.	thankfulness
I just have to stay focused and work diligently so I can complete this repeat assignment and go home.	impermanence
I just have to stay focused and work diligently so I can complete this repeat assignment and go home.	self_affirmation
I should have taken advantage of the fact that I woke up early to have studied something, since I can't sleep I need to be productive.	growth
I should have taken advantage of the fact that I woke up early to have studied something, since I can't sleep I need to be productive.	neutralizing
A day off is just what I need tomorrow for some rest.	optimism
A day off is just what I need tomorrow for some rest.	self_affirmation
Even though I didn't get to buy much on Black Friday, I'm thankful I have money left over to save.	thankfulness
This semester may be hard but I'll learn a lot!	growth
This semester may be hard but I'll learn a lot!	optimism
I Will soon be done with My chemistry Exam and all of my hard work will pay off.	impermanence
I'd prefer not to study for finals, but luckily I have a good work ethic.	self_affirmation
I will keep studying and do the best I can!	optimism
I will keep studying and do the best I can!	self_affirmation
"The song ""Grande Amore"" sung by Il Volo calms me down today"	neutralizing
Going to have the best time ever in a few hours drinking will forget all about my bad day.	neutralizing
Going to have the best time ever in a few hours drinking will forget all about my bad day.	optimism
The big winter storm will give me a well deserved mini vacation.	optimism
I am lucky to go away from London, I will have so much fun!	optimism
Getting an early nights sleep the night before an exam can be challenging,  but it's only one night.	impermanence
There are days when I would like to have some motivation when there are a lot of things to do in school.	neutralizing
There are days when I would like to have some motivation when there are a lot of things to do in school.	optimism
I have some back pain when driving but hopefully my doctors will solve it!	optimism
This paper isn't my best work, I'm going to make sure I have time to really focus on the next one.	growth
This paper isn't my best work, I'm going to make sure I have time to really focus on the next one.	neutralizing
Exam season is stressful, decided to get some help to go to sleep so I can get enough sleep and manage the stress better. Sounds of waves crashing is very relaxing.	neutralizing
Just five months to 2014 and a new phase for me.	impermanence
Just five months to 2014 and a new phase for me.	self_affirmation
It is hard helping the coach with little league baseball but it is also a great opportunity.	growth
It is hard helping the coach with little league baseball but it is also a great opportunity.	optimism
It is hard helping the coach with little league baseball but it is also a great opportunity.	thankfulness
I am going outside to enjoy myself.	growth
Unfortunately, I can't go back in time, I need to face the problems of now	impermanence
I don't have to be worry so much, I'm the one who has the important part.	neutralizing
I don't have to be worry so much, I'm the one who has the important part.	optimism
I had to miss school, and now have to catch up on the work I missed.	neutralizing
I can't let myself get down, because my baby is sick and needs me.	impermanence
I can't let myself get down, because my baby is sick and needs me.	self_affirmation
I'm sure I need to learn how to adapt myself, and improve my decision-making!	growth
I'm sure I need to learn how to adapt myself, and improve my decision-making!	neutralizing
Can't wait til the weekend to go out, but this week will sure be worth the wait. Going to get loose and have some fun.	neutralizing
Can't wait til the weekend to go out, but this week will sure be worth the wait. Going to get loose and have some fun.	optimism
It's not going to be easy to do track and be in an AP class, but I'll manage to do that.	impermanence
It's not going to be easy to do track and be in an AP class, but I'll manage to do that.	neutralizing
I have a long day but I'm so lucky that I have a job and am able to make some money.	thankfulness
Havent seen my boyfriend for two weeks but that means it will be extra special when I see him again.	growth
Havent seen my boyfriend for two weeks but that means it will be extra special when I see him again.	optimism
I would be happpy if the school is closed as I would’nt have to write the English paper.	neutralizing
I would be happpy if the school is closed as I would’nt have to write the English paper.	optimism
My Alaia zipper is bulging out, but I know I can meet my goal weight if I try.	optimism
My Alaia zipper is bulging out, but I know I can meet my goal weight if I try.	self_affirmation
I'm going to focus and do well on my two big presentations today!	growth
Packing is never fun but soon I'll be on vacation, and then I can have a good time!	optimism
Things are going to start looking better in the next couple of days.	optimism
Tommorow will be a difficult test but I will pass it with some effort!	growth
I'm sure I'll feel better and have my voice back by Thursday.	impermanence
It would be nice if I could go back to being a little kid without worries.	optimism
I will take a long nap and catch up on my sleep.	impermanence
I have a hard time to make decisions sometimes but that's because I really value every small thing I have to choose	self_affirmation
The good thing about stress is I get to write and color to deal with it!	optimism
I am the best at my job, and the hardest worker. No one can do what I do.	self_affirmation
My 3 presentations this week are really going to give me a challenge!	growth
I'm going to take a break from the news, so that I can get back into a proper mindset.	growth
I will be so excited when all my exams are over.	impermanence
It would be lovely to go on a holiday to the beach after the weeks of work that I have had.	impermanence
I am thankful to live in a democratic society where we have the ability to make our votes count.	neutralizing
I am thankful to live in a democratic society where we have the ability to make our votes count.	thankfulness
I can't let the anxiety increase, I'll control myself, and I'll look at my results when they come out	impermanence
Looking for some guidance while I figure out what to do in life	neutralizing
Looking for some guidance while I figure out what to do in life	optimism
I cannot wait to go home and kick my feet up for 5 days. I really deserve it after all the hard work. This next two days are going to be rough!	growth
I cannot wait to go home and kick my feet up for 5 days. I really deserve it after all the hard work. This next two days are going to be rough!	impermanence
I cannot wait to go home and kick my feet up for 5 days. I really deserve it after all the hard work. This next two days are going to be rough!	neutralizing
I'm excited to take my AP test so that I can show what I've learned.	growth
I'm excited to take my AP test so that I can show what I've learned.	neutralizing
I'm excited to take my AP test so that I can show what I've learned.	optimism
My Macbook is failing, all will be alright, I just need someone to help me fix it!	growth
My Macbook is failing, all will be alright, I just need someone to help me fix it!	impermanence
My Macbook is failing, all will be alright, I just need someone to help me fix it!	neutralizing
My Macbook is failing, all will be alright, I just need someone to help me fix it!	optimism
Today I'm going to be productive and study and read all I need about this project.	growth
Today I'm going to be productive and study and read all I need about this project.	neutralizing
Trying to plan festival outfits for a fest in October is just plain hard. I'm thinking pants and crop all weekend I'm excited to wear that.	impermanence
Ive had a really confusing week but Im so happy it is over now.	thankfulness
Even though this is a difficult exam, I have studied and prepared as good as I could.	growth
Even though this is a difficult exam, I have studied and prepared as good as I could.	self_affirmation
Revenge and Once Upon a Time, make my Sundays better.	optimism
I'm very tired and having headache these days. But I'm confident I'll feel better soon.	optimism
I am happy to be able to do all my homework, even if there are many, and my mind does not stop thinking about them all the time.	optimism
I am happy to be able to do all my homework, even if there are many, and my mind does not stop thinking about them all the time.	thankfulness
Had a really hard time dealing with customer service but I'm thankful it got sorted and I was able to get my gas and electric. They were probably having a hard day.	growth
Had a really hard time dealing with customer service but I'm thankful it got sorted and I was able to get my gas and electric. They were probably having a hard day.	thankfulness
I realized all the things I still have to do, and I just want to go to bed. But I'm responsible, so I'll just do my homework and stop being lazy.	impermanence
I realized all the things I still have to do, and I just want to go to bed. But I'm responsible, so I'll just do my homework and stop being lazy.	self_affirmation
I am thankful both of my kids have not gotten sick during the pandemic.	thankfulness
What's done is done I guess it is time to move on.	growth
There are days you learn to grown from your problems and be a big girl!	growth
There are days you learn to grown from your problems and be a big girl!	neutralizing
There are days you learn to grown from your problems and be a big girl!	optimism
I wake up with a cold sore, tired too, I have to take a rest for myself!	neutralizing
I wake up with a cold sore, tired too, I have to take a rest for myself!	optimism
Even though I might not have enough money at the moment I have some ideas which will change this situation in the future.	optimism
I'm catching up on CBB. Both Lee and Dappy could do better.	neutralizing
Deadlines are never fun but once I get this done I can go out and have some fun with my friends.	optimism
If I take a nap, then I will feel much better, so that I can finish this paper.	neutralizing
If I take a nap, then I will feel much better, so that I can finish this paper.	optimism
These a long time - particularly one weekend from now will be a definitive trial of whether I can deal with this.	growth
These a long time - particularly one weekend from now will be a definitive trial of whether I can deal with this.	impermanence
I'm positive that despite the fact that builders cancel on me and take months to do a day's work, the work will eventually get done.	impermanence
I'm positive that despite the fact that builders cancel on me and take months to do a day's work, the work will eventually get done.	optimism
Doing the work for the school is part of the journey everyone has to go through, so I should do it too.	impermanence
School is a great place to learn, I'm so excited about the future.	optimism
I am confused and tensed since there are so many options out there for me, but I also realize that there are many out there with no options, so I feel really thankful to god for this.	thankfulness
Despite the short time I am happy that I still have until Wednesday to finish my portfolio.	impermanence
Despite the short time I am happy that I still have until Wednesday to finish my portfolio.	optimism
I need to be more happy with what I got and start being thankful for all the opportunities that I have.	growth
I need to be more happy with what I got and start being thankful for all the opportunities that I have.	impermanence
I need to be more happy with what I got and start being thankful for all the opportunities that I have.	thankfulness
This women was saying dirty things.	neutralizing
Psyching myself up to finish all assignments. Just a couple more weeks until this semester ends, and I'm free!	impermanence
If I keep being constant with school, I'm pretty sure It will pay off!	growth
If I keep being constant with school, I'm pretty sure It will pay off!	optimism
Having confidence in myself is the first step to not disappointing my team.	neutralizing
Having confidence in myself is the first step to not disappointing my team.	self_affirmation
Prencis gives homework on the same day he gave a test. It's tiring, but it's good for me to keep my mind busy.	growth
I can't wait for June 21st to arrive so that my exams are done with.	impermanence
I can't wait for June 21st to arrive so that my exams are done with.	optimism
I'm really excited about the big changes that is going to happen in my life!	optimism
Helping Selena will make everyone light hearted for being good people.	growth
Helping Selena will make everyone light hearted for being good people.	neutralizing
Approximate draft for Tuesday: / I can just try turning off my phone to do this...	neutralizing
If I can make it through the finals week, then I won’t need any alcoholic drinks to comfort me.	self_affirmation
Even though I have nothing to wear and I have no time to buy anything at least I will be going into town so that's good.	optimism
Sorry for being rude, forgive me if you took it the wrong way.	neutralizing
The traffic in DC could do with improving. It caused me to miss a train today despite leaving with plenty of time to spare.	neutralizing
Gloomy wet days are better suited for movies and music but at least after the day I can enjoy them.	impermanence
Gloomy wet days are better suited for movies and music but at least after the day I can enjoy them.	thankfulness
I will practically be in Cardiff tomorrow. Yet, I won't be able to watch the rugby, and that's sad. But It's okay, I'm sure there will be other opportunities.	neutralizing
I will practically be in Cardiff tomorrow. Yet, I won't be able to watch the rugby, and that's sad. But It's okay, I'm sure there will be other opportunities.	optimism
The work week is soon over, and I can have some fun at the pub.	impermanence
I'm laying in bed over thinking things. I wish I could see a glimpse of the future, and I can't, but I'm confident that everything is going to be okay.	optimism
I was able to get a decent comprimise at work, I am working friday now.	growth
I was able to get a decent comprimise at work, I am working friday now.	neutralizing
I was able to get a decent comprimise at work, I am working friday now.	optimism
Mrs. Hoard waiting for surprise 10 days at Mexico.	neutralizing
Mrs. Hoard waiting for surprise 10 days at Mexico.	optimism
College is hard but worth it in the end	impermanence
I need to take a long rest and have some time off.	growth
I need to take a long rest and have some time off.	optimism
Need to follow up and get all the information needed for these invitations so I can get them done and out in the next couple of weeks.	neutralizing
I admit the fact that I can do my own thing. I think it comes from the fact that I do not count on the help of other people.	optimism
I admit the fact that I can do my own thing. I think it comes from the fact that I do not count on the help of other people.	self_affirmation
I am in a bad mood and I would be grateful if you could cheer me up.	neutralizing
I'm thankful that people try to compliment me, but I wish people wouldn't comment on my weight.	thankfulness
I cried in front of people, but I shouldn't feel bad about this I feel like I am learning it's okay to open up.	growth
I cried in front of people, but I shouldn't feel bad about this I feel like I am learning it's okay to open up.	optimism
Finding a balance between my recit and studying is going to be my goal at marawi.	growth
The first day was very straining and i feel so worn out with a lot of homework to attend to	neutralizing
A cup of chamomile tea with a dash of honey is sure to soothe your senses and refresh you:)	neutralizing
I've not moved from my seat for studying I hope the exam will go well.	growth
These four months were a bit hard for our family, but we hope to pull through it with the grace of God.	neutralizing
These four months were a bit hard for our family, but we hope to pull through it with the grace of God.	optimism
"After I quit smoking, I will feel so much better, I have taken the right step in this path called ""Future"""	growth
"After I quit smoking, I will feel so much better, I have taken the right step in this path called ""Future"""	optimism
It is already 5 and I ‘ve come to sleep just now. I wish I can sleep soon and get up fresh in the morning.	neutralizing
It is already 5 and I ‘ve come to sleep just now. I wish I can sleep soon and get up fresh in the morning.	optimism
Time to get to work and start studying for the finals.	growth
I love my job even though some days are difficult.	neutralizing
I love my job even though some days are difficult.	optimism
My mom wants me to stop smoking weed, I am sure she is only looking out for my best	optimism
Today has not been a good day for me, but I will feel better when I am with my family.	neutralizing
Today has not been a good day for me, but I will feel better when I am with my family.	optimism
Although I'm sad that she wants to leave, it might be for the best.	optimism
I don't feel very good about the school right now, I feel trapped, but this will pass.	neutralizing
I don't feel very good about the school right now, I feel trapped, but this will pass.	optimism
Off to work 3-10 then 7am tomorrow then long weekend abroad vacation! I am so happy and eager to spend all this time for myself.	neutralizing
Off to work 3-10 then 7am tomorrow then long weekend abroad vacation! I am so happy and eager to spend all this time for myself.	optimism
Getting stressed about my party it's only supposed to be a small thing. But it will be fun.	impermanence
Getting stressed about my party it's only supposed to be a small thing. But it will be fun.	optimism
In health, we learned that laughing and crying for no reason is a sign of stress. I have been doing a lot of that lately. Now that I know I am stressed, I can seek out the knowledge for coping strategies, so I can be my best self.	growth
I have a really challenging week being ill and having a lot of tests and games to complete although I know I can push through it.	growth
I have a really challenging week being ill and having a lot of tests and games to complete although I know I can push through it.	optimism
I have a really challenging week being ill and having a lot of tests and games to complete although I know I can push through it.	self_affirmation
When people call out sick, it gives me a chance to show how capable I am on the job.	growth
Growing up is hard, but taking responsibilities and not being careless will be good for my development.	growth
Growing up is hard, but taking responsibilities and not being careless will be good for my development.	impermanence
Growing up is hard, but taking responsibilities and not being careless will be good for my development.	optimism
The last 48 hours have been somewhat stressful in a long time. I am sure tnis week would end soon .	neutralizing
The last 48 hours have been somewhat stressful in a long time. I am sure tnis week would end soon .	optimism
I got a midterm today and a unit test but it's Friday so that's good at least.	optimism
But seeing my child enjoying it is so much fun.	optimism
I am in a mood to watch sad movies and cry all night. Let me be bestcrier.	neutralizing
That phone call would have gone better without a language barrier.	neutralizing
Rant 2 : flying to Ontario in less than 3 days made me anxious. But I'm also excited for traveling.	neutralizing
Rant 2 : flying to Ontario in less than 3 days made me anxious. But I'm also excited for traveling.	optimism
I'm sorry for any rude actions I have today but I appreciate all the people that still gave time to talk to me.	neutralizing
I'm sorry for any rude actions I have today but I appreciate all the people that still gave time to talk to me.	thankfulness
I will learn to be more sincere with my feelings and live through them!	growth
I will learn to be more sincere with my feelings and live through them!	self_affirmation
That test was really tough, but that was a good experience for me.	growth
That test was really tough, but that was a good experience for me.	neutralizing
That test was really tough, but that was a good experience for me.	optimism
I hope I am able to better prepare for my math exam so that I perform better in my exams next week.	impermanence
I hope I am able to better prepare for my math exam so that I perform better in my exams next week.	optimism
I know I will get my surgery done if I just pray hard enough.	optimism
I know I will get my surgery done if I just pray hard enough.	self_affirmation
I can't wait to start with the Sunday at the hotel because Saturday's are always a drag.	impermanence
Shane long scored against Germany but it was fair and he played well.	neutralizing
We should try to change the stupid people.	growth
I need to work on my singing more often these days.	optimism
I hope more people realize the animal cruelty is rampant and veganism is a good option.	optimism
Spent all night filling in replacement passport forms, because there are passport issues the week before we go abroad. But next week it's travel time.	impermanence
Spent all night filling in replacement passport forms, because there are passport issues the week before we go abroad. But next week it's travel time.	neutralizing
Spent all night filling in replacement passport forms, because there are passport issues the week before we go abroad. But next week it's travel time.	optimism
2019 has been a tough year, personal loss, difficult work and health problems. But I am thankful for the time I had with my mum and dog, all good things...	thankfulness
I'll be in the Midlands at 8:30! But it will be worth it if everything is resolved...	neutralizing
Even though I have a headache, the sun is shining, and it's helping the pain.	optimism
I have been very stressed with reading, but it will be over soon.	optimism
Having a lot of bad emotions right now but I am sure it's going to get better	impermanence
My brain only tests me with thoughts I don’t like, but that won’t stop me from driving away those bad thoughts.	growth
My brain only tests me with thoughts I don’t like, but that won’t stop me from driving away those bad thoughts.	self_affirmation
Things that are part of a bad day: Taking the blame for something you didn't do. But whatever: l	neutralizing
I hope my sister recovers and gets out of the hospital soon and also I hope there are no further injuries going forward in our family.	impermanence
I hope my sister recovers and gets out of the hospital soon and also I hope there are no further injuries going forward in our family.	optimism
Once this assignment is over, I'm taking a me-day to regroup. #CantWait	impermanence
Once this assignment is over, I'm taking a me-day to regroup. #CantWait	optimism
I want to become more positive, and I’m sure I can do it.	growth
I want to become more positive, and I’m sure I can do it.	neutralizing
I want to become more positive, and I’m sure I can do it.	optimism
It's hard to make big decisions, but I am thankful I have two good things to choose from.	thankfulness
I will try to rest tonight, and deal with everything tomorrow with a fresh mind!	growth
I will try to rest tonight, and deal with everything tomorrow with a fresh mind!	impermanence
Mock exam in the morning makes me a bit sad in bed, but I hope to pass the exam.	neutralizing
Mock exam in the morning makes me a bit sad in bed, but I hope to pass the exam.	optimism
Three girls in the photo, they all have good qualities and some element of beauty in them.	neutralizing
Three girls in the photo, they all have good qualities and some element of beauty in them.	optimism
Finding a place to live is hard but I will only settle for somewhere decent to live.	neutralizing
Being a freelancer and be a business owner is the best thing in the world because I own my money and I can pay my taxes without depending on anyone.	optimism
I feel I have overpacked, but I hope I haven’t missed anything.	optimism
I need to get a bottle of liquor but the stores are closed! at least it is open tomorrow.	impermanence
Dogs are not supposed to always obey, and there is no reason to get mad even if the dog was trained enough, dogs are animals after all.	impermanence
Though it's going to be a tough week, I'm going to cut through by just taking it one day at a time.	neutralizing
I hope God leads me on the right path in the coming days and gets me through this tough period.	growth
I hope God leads me on the right path in the coming days and gets me through this tough period.	optimism
Always go to school with really smart people which help us to improve ourselves	growth
I will complete this 2,000 words essay in no time, just watch me!	optimism
